Experiment,College,College_Abbrev,Town,County,State,Latitude,Longitude,Treatment,Preexisting_College,Politics,Existing_Site,Auction,Weather,Other,Year_Experiment,Year_Founded,Year_First_Class,Year_First_Graduates,Public,State_Flagship,Land_Grant,Technical_School,Normal_School,HBCU,Womens_College,Military_Academy,Loser_Receive_Consolation,Consolation_Prize,Value_Consolation,Value_State_Grant,Value_Local_Contribution,Local_Donate_Building,Votes_Received,Number of Ballots,Experiment_Quality
SMsU,Southern Mississippi University,SMsU,Artesia,Lowndes,Mississippi,33.416111,-88.645278,0,,,,1,,,1910,1910,1912,,1,,,,1,,,,,,,,,,,,1
UMs,University of Mississippi,UMs,Oxford,Lafayette,Mississippi,34.359722,-89.526111,1,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,58,7,2
UMs,University of Mississippi,UMs,Kosciusko,Attala,Mississippi,33.058056,-89.588333,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,7,2
UMs,University of Mississippi,UMs,Brandywine,Clairborne,Mississippi,31.8077,-90.7415,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,,1
UMs,University of Mississippi,UMs,Mississippi City,Harrison,Mississippi,30.38186,-89.04392,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,57,7,2
UMs,University of Mississippi,UMs,Sweet Water,Lincoln,Mississippi,,,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,,1
UMs,University of Mississippi,UMs,Holly Springs,Marshall,Mississippi,34.773333,-89.446389,0,1,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,,1
UMs,University of Mississippi,UMs,Monroe Missionary Station,Monroe,Mississippi,,,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,7,2
UMs,University of Mississippi,UMs,Middleton,Montgomery,Mississippi,33.486111,-89.750833,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,7,2
UMs,University of Mississippi,UMs,Brandon,Rankin,Mississippi,32.280278,-89.998333,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,7,2
UMs,University of Mississippi,UMs,Redbone,Warren,Mississippi,32.2177,-90.8909,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,,1
UMs,University of Mississippi,UMs,Louisville,Winston,Mississippi,33.123056,-89.056111,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,7,2
UMs,University of Mississippi,UMs,Bare-foot,,Mississippi,,,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,,1
UMs,University of Mississippi,UMs,Good Springs,,Mississippi,,,0,,1,,,,,1841,1844,1848,,1,1,,,,,,,,,315000,,,,,,1
COzark,College of the Ozarks,COzark,Point Lookout,Taney,Missouri,36.6175,-93.239444,1,,,,,,1,1915,1907,1915,,,,,,,,,,,,,,,,,,1
COzark,College of the Ozarks,COzark,Forsyth,Taney,Missouri,36.686667,-93.112778,0,,,,,,1,1915,1907,1915,,,,,,,,,,,,,,,,,,1
MoSU,Missouri State University,MoSU,Springfield,Greene,Missouri,37.195,-93.286111,1,,,,1,,,1905,1905,1906,,1,,,,1,,,,,,,,25000,,,,1
MoSU,Missouri State University,MoSU,Webb City,Jasper,Missouri,37.144444,-94.469167,0,,,,1,,,1905,1905,1906,,1,,,,1,,,,,,,,,,,,1
MoSU,Missouri State University,MoSU,Aurora,Lawrence,Missouri,36.97,-93.720556,0,,,,1,,,1905,1905,1906,,1,,,,1,,,,,,,,,,,,1
MoSU,Missouri State University,MoSU,Lebanon,Laclede,Missouri,37.678333,-92.661667,0,,,,1,,,1905,1905,1906,,1,,,,1,,,,,,,,,,,,1
MoSU,Missouri State University,MoSU,Marshfield,Webster,Missouri,37.339722,-92.907222,0,,,,1,,,1905,1905,1906,,1,,,,1,,,,,,,,,,,,1
MoSU,Missouri State University,MoSU,Pierce City,Lawrence,Missouri,36.946944,-94.0025,0,,,,1,,,1905,1905,1906,,1,,,,1,,,,,,,,,,,,1
MoSU,Missouri State University,MoSU,Pierce City,Barry,Missouri,36.946944,-94.0025,0,,,,1,,,1905,1905,1906,,1,,,,1,,,,,,,,,,,,1
MoSU,Missouri State University,MoSU,Monett,Pierce,Missouri,36.929,-93.9277,0,,,,1,,,1905,1905,1906,,1,,,,1,,,,,,,,,,,,1
MoSU,Missouri State University,MoSU,Monett,Lawrence,Missouri,36.929,-93.9277,0,,,,1,,,1905,1905,1906,,1,,,,1,,,,,,,,,,,,1
MoUST,Missouri University of Science and Technology,MoUST,Rolla,Phelps,Missouri,37.948889,-91.763056,1,,,,1,,,1870,1870,1871,,1,,1,1,,,,,,,,,130545,,,,2
MoUST,Missouri University of Science and Technology,MoUST,,Iron,Missouri,37.55,-90.76,0,,,,1,,,1870,1870,1871,,1,,1,1,,,,,,,,,112545,,,,2
UMo1,University of Missouri,UMo,Columbia,Boone,Missouri,38.951389,-92.328333,1,,,,1,,1,1839,1839,1842,,1,1,,,,,,,,,,,117921,,,,2
UMo1,University of Missouri,UMo,,Howard,Missouri,39.14,-92.7,0,,,,1,,1,1839,1839,1842,,1,1,,,,,,,,,,,94000,,,,2
UMo1,University of Missouri,UMo,,Cole,Missouri,38.51,-92.28,0,,,,1,,1,1839,1839,1842,,1,1,,,,,,,,,,,,,,,2
UMo1,University of Missouri,UMo,,Cooper,Missouri,38.85,-92.81,0,,,,1,,1,1839,1839,1842,,1,1,,,,,,,,,,,,,,,2
UMo1,University of Missouri,UMo,,Saline,Missouri,39.14,-93.2,0,,,,1,,1,1839,1839,1842,,1,1,,,,,,,,,,,,,,,2
UMo1,University of Missouri,UMo,,Callaway,Missouri,38.84,-91.92,0,,,,1,,1,1839,1839,1842,,1,1,,,,,,,,,,,,,,,2
UMo2,University of Missouri,UMo,Columbia,Boone,Missouri,38.951389,-92.328333,1,1,1,,,,,1870,1839,1870,,1,1,1,,,,,,,,,,90000,,,,1
UMo2,University of Missouri,UMo,Springfield,Greene,Missouri,37.195,-93.286111,0,1,1,,,,,1870,1839,1870,,1,1,1,,,,,,,,,,200000,,,,1
UMo2,University of Missouri,UMo,,Jackson,Missouri,39.01,94.34,0,1,1,,,,,1870,1839,1870,,1,1,1,,,,,,,,,,200000,,,,1
MtSU,Montana State University,MtSU,Bozeman,Gallatin,Montana,45.677778,-111.04722,1,,1,,,,,1893,1893,1893,,1,,1,,,,,,,,,,,,,,1
MtSU,Montana State University,MtSU,Great Falls,Cascade,Montana,47.503611,-111.286389,0,,1,,,,,1893,1893,1893,,1,,1,,,,,,,,,,,,,,1
UMt,University of Montana,UMt,Missoula,Missoula,Montana,46.8625,-114.011667,1,,1,,,,,1893,1893,1895,,1,1,,,,,,,,,,,,,,,1
UMt,University of Montana,UMt,Great Falls,Cascade,Montana,47.503611,-111.286389,0,,1,,,,,1893,1893,1895,,1,1,,,,,,,,,,,,,,,1
MtT,Montana Tech,MtT,Butte,Silver Bow,Montana,45.998889,-112.524167,1,,1,,,,,1893,1897,1900,,1,,,1,,,,,,,,,,,,,1
MtT,Montana Tech,MtT,Great Falls,Cascade,Montana,47.503611,-111.286389,0,,1,,,,,1893,1897,1900,,1,,,1,,,,,,,,,,,,,1
UMtW,University of Montana Western,UMtW,Dillon,Beaverhead,Montana,45.215833,-112.634167,1,,1,,,,,1893,1893,1897,,1,,,,1,,,,,,,,,,,,1
UMtW,University of Montana Western,UMtW,Great Falls,Cascade,Montana,47.503611,-111.286389,0,,1,,,,,1893,1893,1897,,1,,,,1,,,,,,,,,,,,1
NeCTA,Nebraska College of Technical Agriculture,NeCTA,Curtis,Frontier,Nebraska,40.6325,-100.514722,1,,,,1,,,1911,1911,1911,,1,,,1,,,,,,,,,29733.04,,4,33,1
NeCTA,Nebraska College of Technical Agriculture,NeCTA,Alma,Harlan,Nebraska,40.100833,-99.3625,0,,,,1,,,1911,1911,1911,,1,,,1,,,,,,,,,,,,33,1
NeCTA,Nebraska College of Technical Agriculture,NeCTA,Mascot,Harlan,Nebraska,40.264444,-99.546111,0,,,,1,,,1911,1911,1911,,1,,,1,,,,,,,,,,,,33,1
NeCTA,Nebraska College of Technical Agriculture,NeCTA,Bartley,Red Willow,Nebraska,40.251389,-100.308056,0,,,,1,,,1911,1911,1911,,1,,,1,,,,,,,,,,,,33,1
NeCTA,Nebraska College of Technical Agriculture,NeCTA,McCook,Red Willow,Nebraska,40.205278,-100.626111,0,,,,1,,,1911,1911,1911,,1,,,1,,,,,,,,,,,,33,1
